Area,Year,Temperature_Change,Artificial surfaces (including urban and associated areas),Grassland,Herbaceous crops,Inland water bodies,Mangroves,Permanent snow and glaciers,Shrub-covered areas,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Sparsely natural vegetated areas,Terrestrial barren land,Tree-covered areas,Woody crops,AFOLU,Agricultural Soils,Agrifood Systems Waste Disposal,Agrifood systems,All sectors with LULUCF,All sectors without LULUCF,Burning - Crop residues,Crop Residues,Drained organic soils,Drained organic soils (CO2),Drained organic soils (N2O),Emissions from crops,Emissions from livestock,Emissions on agricultural land,Energy,Enteric Fermentation,Farm gate,Fertilizers Manufacturing,Fires in humid tropical forests,Fires in organic soils,Food Household Consumption,Food Packaging,Food Processing,Food Retail,Food Transport,Forest fires,Forestland,IPCC Agriculture,IPPU,International bunkers,LULUCF,Land-use change,Manure Management,Manure applied to Soils,Manure left on Pasture,Net Forest conversion,On-farm energy use,Other,Pesticides Manufacturing,Pre- and post-production,Rice Cultivation,Savanna fires,Synthetic Fertilizers,Waste
Cyprus,2002,0.889,14.44,83.34,213.3,22.54,0.0,0.0,113.13,0.34,134.14,75.86,179.53,83.19,236.98296666666667,174.31279999999998,230.67913333333334,585.558675,2187.134975,2252.2183,0.6345999999999999,8.01625,0.0,0.0,0.0,39.0568,284.32006666666666,355.4255,2135.005333333333,231.19545000000002,351.5827,,0.0,0.0,29.08685,17.9102,29.042075,37.775125,35.800574999999995,0.0,-167.31009999999998,375.2426666666667,265.9575,,-134.2744,3.8428,104.0074,58.68465,103.88,5.87235,27.82196666666667,34.715,1.124,318.98955,,0.38386666666666663,45.83725,166.43833333333333
Czechia,2002,1.519,194.34,971.29,3609.87,59.46,0.0,0.0,216.78,7.77,5.07,0.39,2808.83,43.53,4103.967233333333,2689.2811,1332.0817333333334,8034.899325,42350.966425,42549.20655,25.739933333333337,507.05775,326.8282,275.2327,51.5955,1003.8195999999999,3330.0382000000004,5291.1961,46074.333333333336,3282.14255,5291.1961,21.9451,0.0,0.0,1143.467125,364.6978,841.86195,517.029575,278.259725,0.18166666666666667,-4525.386,4975.1732,2080.461,,-2398.0341999999996,0.0,942.6703000000001,486.6983,180.2,94.71985,831.1644666666667,408.1,10.417066666666667,4066.5022500000005,,0.0326,1131.0291,3243.64
Democratic People's Republic of Korea,2002,0.913,54.48,323.49,3515.76,247.86,0.0,0.0,130.84,5.95,47.42,21.96,7657.5,280.61,2791.008933333333,1338.674,29.305933333333332,3469.43365,29460.3797,30382.805050000003,52.8676,329.289,143.0217,120.4967,22.525,2476.195666666667,1527.4600666666665,4240.8712000000005,32024.400000000005,1289.4742,4061.074966666667,,0.0,0.0,19.7948,2.4531,,418.5219,45.802625,12.045066666666665,-4385.722,3913.3456400000005,1198.318,,-5142.4253499999995,179.79623333333333,266.21268,163.3195,423.417,539.3887,0.0,310.05,,288.78025,2905.5796,2.2193333333333336,400.1235,2660.64
Democratic Republic of the Congo,2002,0.799,90.6,7218.43,19925.46,4423.66,261.32,0.0,8205.43,4852.88,2.55,27.29,185797.0,2230.46,158172.22443333335,755.95225,4651.6156,122126.06077499999,127654.01092500001,21011.7921,1565.9930333333334,147.923,489.8064,470.3289,19.4775,392.95686666666666,1632.925,157914.77893333332,7066.0,1385.5254,16139.375633333335,,18692.539666666667,0.0,0.1937333333333333,0.0,0.0,177.78365000000002,26.499166666666667,18952.6266,-7.9243,798397.8596666666,360.43013333333334,,156618.968825,141775.40329999998,115.71168,99.905,772.899,369248.5909,,2008.7,4.615366666666667,3689.976575,277.5304,13943.716666666667,,3267.56
Denmark,2002,1.635,107.89,509.08,2909.39,228.32,0.0,0.0,89.41,61.36,1.08,2.72,518.51,8.95,8049.844700000001,3758.39035,1118.8946666666666,9970.08685,21866.333025,21566.07245,8.533,602.7556999999999,1809.58605,1264.9053,544.6807,1115.9159333333334,6237.7,9649.788833333332,18169.36666666667,4311.17625,9649.788833333332,,0.0,0.0,413.767875,62.421866666666666,725.323675,405.6671,248.84605000000002,0.0,-1197.755,7837.00005,1190.992,,1407.48795,0.0,2409.3808000000004,953.1121999999999,344.129,5.43625,1210.0552333333333,221.54,70.87063333333334,2732.745225,,0.0,997.1483,1200.2166666666667
Djibouti,2002,1.215,1.19,68.55,1.32,35.23,0.86,0.0,24.32,93.9,37.94,1929.77,1.89,0.79,489.2671333333333,216.346,52.11873333333333,420.261575,921.8176,921.8176,0.0,0.424,0.0,0.0,0.0,0.30033333333333334,488.96866666666665,489.2671333333333,239.60366666666664,496.3644,489.2671333333333,,0.0,0.0,4.5294,,,8.8563,2.4164333333333334,0.0,0.0,489.2671333333333,1.5022000000000002,,0.0,0.0,14.126866666666666,3.657,212.2385,0.0,0.0,13.2765,0.2089,53.311225,,0.0,0.0265,183.09433333333334
Dominica,2002,0.749,0.27,0.2,0.04,4.86,3.31,0.0,0.04,0.0,0.25,0.0,70.08,0.11,27.27456666666667,15.70125,10.135766666666667,33.043324999999996,64.339425,62.5061,0.013066666666666666,0.0,0.0,0.0,0.0,0.5960666666666666,24.216400000000004,27.67786666666667,36.142133333333334,23.8588,24.830133333333333,,0.0,0.0,2.048575,,,0.905675,2.3049666666666666,0.0,-1.2099,27.1634,6.934799999999999,,-31.316675,2.8477333333333337,0.7835000000000001,2.1995,6.0685,8.5432,0.0,0.538,,12.284925000000001,,0.0,0.8745,15.075733333333332
Dominican Republic,2002,0.809,40.49,809.84,888.4,90.28,21.3,0.0,157.71,210.26,2.09,0.36,2226.77,421.51,4614.9316,1787.478,2476.7077000000004,6560.25765,10309.98735,10407.81005,12.080466666666666,48.5215,0.0,0.0,0.0,1003.8380000000001,3740.185,5352.579166666666,6979.959999999999,3871.3444,5052.371433333333,,0.08573333333333333,0.0,364.9193666666667,0.0,0.0,217.975275,229.8597333333333,0.3475333333333333,-1292.6994,4745.361866666667,482.51289999999995,,-130.43026666666665,300.20773333333335,189.1590666666667,298.4165,1156.778,900.366,307.0095666666667,217.3,32.310433333333336,2545.8232749999997,1155.3528,1.3388666666666669,283.762,1363.541
Ecuador,2002,0.619,61.39,1845.87,1331.82,418.1,209.8,12.3,3055.46,111.62,35.72,349.0,17110.1,1214.3,19651.975000000002,3713.816,2596.215366666667,17740.530225000002,26091.071450000003,18971.512499999997,41.85593333333333,145.538,18.4191,17.6771,0.742,2075.1869333333334,8081.7406666666675,20098.466833333332,12199.603333333333,8799.378,10416.792933333332,,0.0,0.0,369.1044,,,49.209725,401.6059,2.4084666666666665,-591.6884,10159.229733333334,439.6952,,9492.745266666667,9681.6739,323.84613333333334,516.8825,2320.605,36231.57385,251.67083333333332,138.33,0.0,2666.6801,2174.4128,1.7897999999999998,730.0485,2211.9266666666667
Egypt,2002,0.816,116.35,256.37,3847.27,980.92,2.2,0.0,95.3,1063.94,1188.64,90119.74,30.78,639.47,20280.8016,12457.915,9706.468766666667,28354.253225,68449.09845,68449.09845,105.81920000000001,1054.753,0.0,0.0,0.0,8442.8344,11837.9346,20709.3102,53340.0,12218.724,20709.3102,2816.90675,0.0,0.0,3021.4182333333333,32.20336666666667,,1066.67195,1000.8371333333333,0.0,0.0,20280.8016,7902.168,,0.0,0.0,325.02860000000004,161.385,4889.2765,0.0,428.50859999999994,673.1,35.265966666666664,12822.270575,5098.2428,0.0326,6352.5005,6659.705666666666
El Salvador,2002,0.531,18.4,64.8,295.08,53.34,42.37,0.0,54.55,1.5,0.0,1.26,1420.37,116.73,2403.1621333333333,867.9545,1136.2925333333333,2880.053275,4258.94025,4079.9939000000004,18.104400000000002,46.216,0.0,0.0,0.0,178.4111333333333,1985.5446666666667,2422.3874666666666,2013.17,2256.9428,2174.2710333333334,,0.0,0.0,83.00937499999999,0.009533333333333333,,40.560199999999995,72.13652499999999,0.2618,-29.3493,2164.567,231.67819999999998,,238.59513333333334,248.11643333333333,60.02546666666667,112.3335,519.0025,744.3493,9.704033333333333,79.235,20.440066666666667,1063.262675,3.8416,0.6112,190.4025,977.7533333333334
Equatorial Guinea,2002,0.649,1.98,27.77,78.58,30.38,40.99,0.0,15.87,0.96,0.0,0.0,2373.45,133.79,1282.9944666666668,8.745,59.075799999999994,1040.8136,5323.71205,4372.21205,,,0.0,0.0,0.0,1.2985,13.460266666666667,1291.2967,5480.860333333333,11.2168,14.327800000000002,,0.0,0.0,2.926066666666667,,,17.462699999999998,11.102866666666669,0.0,-24.9067,14.327800000000002,160.01094999999998,,1268.6666666666667,1276.9689,1.0199333333333334,0.7685,6.678,3830.9067,,8.8245,0.06646666666666666,72.34107499999999,,0.0,1.2985,115.197
Eritrea,2002,1.046,10.53,2462.33,1688.43,99.6,12.05,0.0,1685.18,22.71,760.4,4979.37,433.9,9.01,3051.4319,1215.29,62.98896666666667,2373.4603500000003,3861.1209,3546.6741333333334,1.5472666666666666,14.4955,8.6848,8.3403,0.3445,21.651933333333332,2706.437733333333,3053.749266666667,500.09,2764.6864,2739.7652333333335,,0.0,0.0,3.1879666666666666,,,25.90685,10.145166666666666,0.0,-6.9521,2736.9851333333336,14.0105,,314.44676666666663,313.98403333333334,73.4368,26.341,1158.474,941.9521,0.0,24.963,0.0,83.14840000000001,,8.683466666666666,15.635,283.6166666666667
Estonia,2002,1.476,15.34,366.7,922.15,281.51,0.0,0.0,133.59,188.27,2.65,1.05,2658.11,26.45,1759.2551666666666,785.2108,90.8479,2826.1057499999997,6335.056625,6050.7149500000005,1.6172000000000002,42.449299999999994,2976.97825,4907.5174,523.21955,87.38886666666667,679.1598,3195.7821,5519.88,605.80615,3195.7821,21.4249,0.0,0.0,56.666025000000005,15.9009,137.25485,74.891975,48.13315,3.3942,-4275.4115,1045.8500833333335,169.23424999999997,,-724.08415,0.0,113.93633333333332,68.83495,52.8145,88.4553,179.81003333333334,60.42,28.732199999999995,429.26917499999996,,0.6290666666666667,80.84205,901.6813333333333
Eswatini,2002,0.397,1.98,274.79,516.25,6.21,0.0,0.0,200.04,8.65,0.26,24.72,673.36,40.6,746.8900333333335,308.142,84.72396666666667,759.217975,1716.3897,1613.8805333333332,6.171266666666667,4.664,3.5447,3.0942,0.4505,31.722266666666666,575.2205333333333,771.8336333333333,682.4699999999999,568.2096,683.8233333333334,,0.0,0.0,17.117833333333333,0.0,90.7659,20.0848,17.271900000000002,4.9222,25.6358,644.3808666666666,6.947000000000001,,102.50916666666667,88.01029999999999,16.726466666666667,9.6195,259.8855,264.0309,38.41106666666666,31.27,3.7976666666666667,180.34275,0.14,37.1554,33.5225,261.5516666666667
Ethiopia,2002,0.933,30.29,11470.5,18774.89,761.5,0.0,0.0,49642.84,254.28,600.15,7242.33,22976.42,1229.05,57345.48983333333,12382.66825,4284.294866666666,47578.86015,72994.0171,62587.504466666665,121.0716,487.282,6024.9907,5712.6352,312.3555,825.2476,42961.81446666667,59055.7214,10298.733333333332,42762.58,48906.047233333324,,170.38713333333334,0.0,0.3447333333333333,,,11.554775000000001,77.50963333333334,583.5231333333334,-6181.5278,42441.1356,267.20540000000005,,34998.659475,10149.674166666666,3416.634866666667,344.076,19402.717,29937.8611,62.85829999999999,887.75,5.2032,3287.0691,30.184,2943.6604666666667,538.798,4579.823666666666
Falkland Islands (Malvinas),2002,,0.02,1030.82,0.13,173.3,0.0,0.0,35.45,0.03,8.41,7.98,56.02,0.13,2536.2189,1044.4445,0.21583333333333332,2537.3571333333334,2536.2189,696.9531999999999,,,6562.2416,5517.7971,1044.4445,,,2536.484733333333,,,2536.484733333333,,0.0,0.0,0.06633333333333334,,,,0.5831333333333334,0.0,0.0,696.9531999999999,,,1839.2657,0.0,,,,0.0,0.2658333333333333,,0.006933333333333333,0.8724000000000002,,0.6568666666666667,,
Faroe Islands,2002,1.104,0.0,97.31,1.19,27.73,0.0,0.0,12.15,1.68,6.74,0.58,11.89,1.19,130.10923333333332,53.5565,7.996533333333335,208.050075,130.10923333333332,51.345866666666666,,0.0265,280.9956,236.2901,44.7055,1.7225,20.393866666666668,262.8220333333333,,21.3164,262.8220333333333,,0.0,0.0,0.0298,,,2.1925,2.7151,0.0,0.0,51.345866666666666,,,78.76336666666667,0.0,1.4306,1.378,5.7505,0.0,132.7128,,0.0182,10.93355,,0.0,1.696,
Fiji,2002,0.839,1.93,65.34,214.12,119.54,86.57,0.0,42.36,0.0,5.65,0.0,1289.96,170.56,-161.30766666666668,287.1805,41.065533333333335,619.622775,287.851,935.5052000000001,2.8594666666666666,1.06,85.8547,82.3832,3.4715,51.90213333333333,648.0148,729.6923333333334,296.48499999999996,623.1932,729.6923333333334,,0.0,0.0,9.262566666666666,0.0,,23.094900000000003,14.244666666666665,0.0,-2673.0,702.2312666666667,29.592666666666663,,-863.5389333333333,0.0,78.60533333333333,21.2265,209.6945,0.0,,21.5975,1.1053666666666666,72.35352499999999,20.776,0.0,51.728,204.633
Finland,2002,1.176,42.08,720.18,2355.76,3437.63,0.0,0.0,803.3,2738.33,636.2,18.18,23176.36,4.17,1513.1831666666665,3434.8319,1160.5049,15207.734825,22421.130375,24777.77575,3.347716666666667,302.02200000000005,7610.9397,11821.7518,1700.0638,753.61,2426.6253333333334,17145.5769,22365.466666666664,2351.6884,9409.663166666667,322.4668,0.0,0.0,189.702725,406.41813333333334,217.37302499999998,441.792875,234.35004999999998,0.0,-36227.005750000004,4434.371133333333,1428.508,,-7692.23405,7735.913733333334,498.78330000000005,300.61469999999997,206.011,12373.4865,813.7022333333334,220.83333333333334,12.699033333333333,2348.55215,,0.04021666666666667,776.50545,3890.6800000000003
France,2002,1.043,965.47,11319.04,24452.46,518.22,0.0,27.19,1390.57,174.16,260.18,229.46,14176.38,1501.77,33956.481766666664,28596.644,9110.6179,70054.45207500001,151482.976325,167772.89150000003,153.0896,4078.5562,3620.5303,3086.4021000000002,534.1282,11108.249000000002,43866.666333333334,62447.9614,130385.0,42414.156050000005,62447.9614,633.6442,0.0,0.0,1585.661775,861.3016000000001,5346.9192,5146.892475000001,3048.124575,8.318266666666666,-64500.8305,54438.395516666664,13779.34,,-26849.658174999997,0.0,6507.0708,4132.565549999999,4529.5125,3251.7827,4788.6867999999995,1703.95,393.49503333333337,23218.481025,166.4948,63.286,10992.435300000001,18127.399999999998
French Guiana,2002,0.944,5.52,14.23,5.48,100.96,87.23,0.0,10.14,27.91,0.0,0.0,8120.19,1.83,1192.7961333333333,10.706,0.0851,1226.0635,1192.7961333333333,60.32953333333333,0.28633333333333333,1.696,12.804,12.2475,0.5565,44.269733333333335,15.331066666666667,1213.5291666666667,,15.4728,84.9401,,0.27299999999999996,0.0,2.6559666666666666,,,,9.793433333333335,0.27299999999999996,-0.6149,60.32953333333333,,,1132.4666,1128.5890666666667,1.2156666666666667,1.325,4.399,3384.9482,20.528066666666664,,,12.534333333333334,61.5496,0.34193333333333337,2.7295,
French Polynesia,2002,0.626,0.44,19.13,12.4,208.15,1.74,0.0,13.26,0.0,23.22,0.0,126.65,90.94,17.6961,9.6725,7.6988666666666665,45.619433333333326,17.6961,26.251666666666665,0.0018666666666666666,0.0265,0.0,0.0,0.0,1.4328666666666667,24.783466666666666,26.251666666666665,,15.2824,26.251666666666665,,0.0,0.0,1.3963666666666665,,,,8.583366666666667,0.0,-25.6667,26.251666666666665,,,-8.555566666666666,0.0,9.6132,2.0405,5.459,0.0,0.0,,1.6893666666666667,19.367766666666665,,0.0,2.1465,
Gabon,2002,0.643,11.28,668.54,640.2,387.45,238.3,0.0,654.78,19.3,0.0,0.0,23312.46,334.87,840.3057333333335,94.393,94.83600000000001,951.388325,11815.9807,11362.558799999999,1.2385333333333333,1.6165,584.6341,561.7116,22.9225,4.975066666666667,121.6648,1116.1538333333333,14605.826666666668,80.2452,431.95683333333335,,24.992,0.0,23.27456666666667,0.0005,8.942766666666666,6.4486,14.992133333333333,24.992,-800.615,235.7432,126.5019,,604.5625333333334,684.197,23.612666666666666,19.981,46.8255,1977.615,8.976433333333334,52.47,1.7202000000000002,114.27295,0.9408,93.83933333333333,3.0475,104.85933333333332
Gambia,2002,1.42,6.24,51.08,616.65,44.7,136.74,0.0,132.53,4.52,0.0,1.54,103.62,12.14,678.9947666666666,191.2505,112.95913333333333,611.1699,1030.4296333333334,853.2073999999999,1.5024666666666666,9.646,0.0,0.0,0.0,54.955466666666666,385.95913333333334,679.2547,244.00933333333333,378.784,501.77253333333334,,0.0,0.0,,,,23.8294,4.382133333333333,0.0,-0.7798,501.77253333333334,1.6938,,177.22223333333332,177.48216666666667,12.349133333333334,4.929,176.6755,532.4465,,16.165,2.4110333333333336,101.72887499999999,70.56,60.857933333333335,,95.51966666666665
Georgia,2002,0.998,52.19,946.25,1286.46,40.37,0.0,39.79,622.55,9.5,47.94,124.41,3389.6,426.67,-149.53009999999995,1148.07275,337.4499666666667,1907.556275,2188.549425,3604.2249,15.1806,45.156,0.0,0.0,0.0,124.00726666666667,1613.8063333333332,1781.4531,1425.1466666666665,1651.797,1781.4531,377.55625,0.0,0.0,34.02915,0.2833333333333333,0.5375,49.293175,36.788025,1.9882666666666668,-5668.6667,2038.6852666666666,418.86699999999996,,-1887.5673,0.0,197.284,62.0365,745.869,0.0,43.4159,33.655,12.012333333333332,571.46645,,0.2236,118.084,1061.5233333333333
Germany,2002,1.485,1500.45,6395.6,15238.99,512.56,0.0,0.0,817.28,127.48,24.88,15.81,10944.15,266.24,46455.108799999995,21408.54555,6757.5831333333335,73173.296125,289034.7316,289040.5288,100.71113333333334,1901.3718000000001,18410.656899999998,28177.1445,4322.084650000001,8297.9208,34636.9512,58411.983433333335,288979.3333333333,31051.24695,58411.983433333335,1346.468,0.0,0.0,8936.715375,2626.1898333333334,4978.460625,4228.68285,3353.71335,0.0,-31670.33815,43159.47945,19574.55,,188.95045,0.0,7680.1329,3639.5695,2892.104,939.5395,2556.7635333333333,1466.3333333333333,656.3860666666667,29364.30855,,0.0037333333333333333,7219.11695,22379.466666666664
Ghana,2002,0.827,107.78,863.2,6446.53,691.97,25.68,0.0,4224.83,12.66,0.52,6.79,8285.51,3220.59,335.98066666666637,1924.9599999999998,2552.3567666666668,5778.1874,4749.9395,7990.06975,42.587066666666665,145.909,94.2086,90.4191,3.7895,330.69193333333334,2318.316333333333,4920.0605000000005,4194.533333333333,2080.5344,4904.5961,,15.4644,0.0,44.7258,0.0,0.0,48.28189999999999,122.08109999999999,15.4644,-13097.3333,4398.637166666666,416.03866666666664,,-2530.40025,15.4644,98.65906666666667,59.678,1128.2905,0.0,218.30206666666666,381.6,0.6501333333333333,2088.142025,231.0784,2004.6039333333335,23.903,1132.3
Gibraltar,2002,0.761,0.34,0.07,0.02,0.15,0.0,0.0,0.07,0.02,0.0,0.0,0.16,0.02,0.0,0.0,1.3113,8.794775,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0333,,,0.60585,7.516625,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,,8.794775,,0.0,,
Greece,2002,0.503,109.07,1407.68,3454.84,577.42,0.0,0.0,3038.4,24.02,72.21,277.98,3140.27,1435.6,6448.316466666667,3538.9514,2425.085433333333,10986.4682,36222.4541,35921.5902,35.24256666666667,245.25324999999998,764.72875,1288.8422,120.30765000000001,1360.7632666666666,4539.795733333333,8375.637933333333,31876.033333333336,4386.53035,8375.637933333333,134.73729999999998,0.0,0.0,1025.8607749999999,335.37196666666665,688.3899000000001,622.396375,371.010725,0.8711333333333333,-983.80665,6122.662583333334,4756.643,,-396.04844999999995,0.0,649.7461833333333,309.14705,1414.358,21.79845,1898.8592666666666,439.9,41.957233333333335,4704.73975,221.2711,1.4276666666666664,1224.76565,3336.7983333333336
Greenland,2002,1.07,0.07,6244.88,0.0,6357.35,0.0,176238.6,1043.29,106.67,26943.1,690.01,133.38,0.0,0.3356666666666666,0.5035,1.9255000000000002,23.462200000000003,0.3356666666666666,0.3356666666666666,,,0.0,0.0,0.0,0.5035,,14.4411,,,14.4411,,0.0,0.0,1.919025,0.0282,7.483533333333334,1.383475,2.21,0.0,0.0,0.3356666666666666,,,0.0,0.0,,,,0.0,14.105433333333332,,0.054400000000000004,12.631374999999998,,0.0,0.5035,
Grenada,2002,0.952,0.6,2.52,0.07,6.96,0.21,0.0,0.14,0.05,0.0,0.0,30.24,0.35,12.379333333333333,6.4395,20.411466666666666,36.941125,80.50575,80.50575,0.020533333333333334,0.0265,0.0,0.0,0.0,0.9922,11.387133333333333,14.787999999999998,68.7024,11.13,14.787999999999998,,0.0,0.0,3.946325,,,3.5321,3.2456,0.0,0.0,12.379333333333333,4.5421499999999995,,0.0,0.0,0.6458,0.848,4.134,0.0,2.4086666666666665,0.5618,0.8385666666666666,25.850125,,0.0,1.431,19.641266666666667
Guadeloupe,2002,0.722,2.75,9.56,20.13,23.16,3.61,0.0,2.12,4.2,0.03,0.0,117.09,6.36,151.4159,48.071,4.619666666666666,192.8305,151.4159,135.52700000000002,0.47100000000000003,,0.0,0.0,0.0,2.449666666666667,133.09686666666667,153.29260000000002,,147.7476,135.52700000000002,,0.0,0.0,4.955966666666667,,,,29.962266666666665,0.0,-5.6301,135.52700000000002,,,15.8889,17.7656,4.510266666666666,3.8425,41.2605,53.2968,,,,39.5379,,0.0,2.968,
Guatemala,2002,0.586,40.67,1106.57,1259.23,143.85,35.83,0.0,667.01,21.14,0.0,1.96,7238.35,417.35,11273.5217,2004.725,1964.0069333333333,11196.032825,14282.244025,9387.6273,45.851400000000005,83.21,0.0,0.0,0.0,419.29299999999995,4228.363,12356.592566666666,4683.0,4525.1472,4815.353366666666,,105.41293333333334,0.0,102.2132,,,24.458399999999997,139.88185000000001,108.26673333333333,-3053.8121,4747.3660666666665,254.16775,,6526.155633333333,7541.2392,240.14353333333335,341.0285,1116.127,22307.4788,67.9873,243.8,252.03986666666665,1928.5884,12.5664,99.7454,464.3595,2585.0466666666666
Guinea,2002,1.14,22.39,786.04,2825.44,163.91,369.0,0.0,3548.43,3.24,0.0,1.95,16205.39,676.85,13554.310566666667,1729.125,497.08553333333333,10767.223250000001,12584.618825000001,7655.6402,38.581466666666664,136.793,758.5298,726.9418,31.588,1436.4260000000002,3290.3432666666668,13743.855933333332,2088.693333333333,3250.1672,7224.652999999999,,56.09973333333334,0.0,6.168033333333334,,,64.165425,19.813466666666667,57.21313333333333,-571.9763,6982.339066666666,79.96340000000001,,6571.9715,6519.202933333334,89.6588,38.3985,1512.4345,19389.3096,,331.25,3.820933333333333,459.3313,1950.0656,2234.526933333333,9.911,809.0366666666667
Guinea-Bissau,2002,1.325,1.93,105.27,260.5,201.48,470.52,0.0,170.92,2.6,0.0,2.93,2007.18,231.66,1565.1301,323.459,160.40786666666668,1306.076025,1558.012475,1210.47245,3.2912666666666666,14.151,0.845,0.8185,0.0265,107.56760000000001,635.7495333333333,1563.8829666666668,349.3066666666667,578.5444,1102.0162333333335,,261.4472,0.0,0.7071999999999999,,,10.7097,1.3657000000000001,261.4472,3.7414,1101.7434,1.1525333333333334,,463.3867,461.8667333333333,49.87226666666667,35.192,265.106,601.2586,,68.9,0.7915666666666666,133.16379999999998,133.28,358.39093333333335,8.9835,115.82733333333334
Guyana,2002,1.096,11.66,265.51,155.62,149.14,8.83,0.0,1079.76,133.0,2.32,3.29,19370.53,10.52,3462.0069,241.71975,122.70166666666667,2921.37985,3284.945625,1389.81755,55.112300000000005,28.1165,2970.2663,2846.3523,123.914,609.0936666666666,225.45286666666667,3726.7472666666667,628.9166666666666,303.35339999999997,2150.3415999999997,,9.154933333333334,0.0,9.596666666666666,0.0,,10.937425000000001,19.775299999999998,9.9422,2.5812,850.6647333333334,0.71445,,-12056.621925,1576.4056666666665,17.305799999999998,23.691,78.917,4701.7522,266.38803333333334,22.083333333333332,1.7688666666666668,126.3194,802.1496,18.031266666666667,75.101,265.968
Haiti,2002,0.737,17.4,1454.06,286.56,86.89,14.45,0.0,43.44,295.89,6.41,0.02,443.71,89.15,3030.438866666667,1105.686,1625.9581666666666,4026.732775,6454.516066666667,6425.182733333334,17.582133333333335,33.5225,0.0,0.0,0.0,174.99513333333334,2825.734,3029.952766666667,2645.4133333333334,3006.6428,3001.1055333333334,,0.0,0.0,14.707933333333335,,,498.72985,31.33083333333333,0.0,1.4583,3001.1055333333334,67.5258,,29.333333333333332,28.847233333333335,129.7438,132.4735,904.869,86.5417,,194.61333333333334,2.0542666666666665,1754.2682,167.776,0.3764,34.821,539.0333333333333
Honduras,2002,0.531,22.89,1172.81,845.46,233.77,64.85,0.0,701.25,15.29,0.14,0.52,7996.75,284.99,-2898.260733333333,1264.527,1241.9409666666668,4564.47575,536.9294500000001,5259.6837,25.881666666666664,41.181,0.0,0.0,0.0,180.76893333333336,3176.851533333333,4561.706133333333,2215.15,3570.2324,3405.2314666666666,,45.196933333333334,0.0,49.711625000000005,0.0,,90.21719999999999,71.811575,61.6676,-22409.853,3398.7449333333334,256.0133333333333,,-6297.005666666667,1156.4746666666667,106.61893333333335,184.016,851.1005,3333.8332,6.486533333333334,105.205,0.0,1143.19615,2.9204,41.12446666666667,188.2295,1072.8666666666666
Hungary,2002,1.446,206.83,1071.9,5857.53,140.76,0.0,0.0,75.82,52.32,1.69,1.12,1682.78,228.91,5748.055066666667,3351.2955,1130.2832666666666,8522.4294,23928.1978,23402.785249999997,51.9168,587.3292,6706.0617,5676.4042,1029.6575,1635.062,2724.6276000000003,7681.301900000001,20386.533333333336,2193.4105,7681.301900000001,471.9317,0.0,0.0,490.72125,151.82933333333332,515.347375,330.890075,205.765075,0.082,-2469.11535,4608.445483333333,1737.504,,-30.136875000000032,0.0,829.1096333333334,527.28115,193.026,53.23395,741.6621666666666,125.96333333333332,28.238500000000002,2761.4529749999997,16.1927,6.245566666666666,1466.81855,3327.0399999999995
Iceland,2002,0.722,3.24,3645.21,0.0,372.11,0.0,1107.66,76.98,729.14,2360.71,2043.07,37.9,0.0,641.1045666666666,251.0906,84.18956666666666,885.381975,1536.9676749999999,1370.7478999999998,,0.09295,482.97265,379.73475,103.23790000000001,61.2945,286.37753333333336,957.5684666666666,775.5013333333333,311.14835,957.5684666666666,,0.0,0.0,0.273425,7.7984,61.738425,1.9423249999999999,34.241425,0.0,-85.4907,418.0667833333334,334.47074999999995,,1609.7239,0.0,43.217999999999996,26.14745,63.3085,0.0,294.4639,9.116,0.025166666666666667,167.205625,,0.0,53.66155,180.64600000000004
India,2002,0.866,933.36,24967.58,180970.3,5417.19,398.34,739.64,21639.58,1892.7,524.45,1225.06,48286.66,10828.98,430348.5701333333,135733.8215,97875.79786666667,434990.239325,711197.9726,709982.10105,2679.3467333333333,16163.887,5094.307,4890.151,204.156,133101.3436,295390.33526666666,459018.4590333333,407261.0,348172.104,458932.4777,10448.93855,85.98133333333334,0.0,6365.5283,663.6540666666666,0.0,1952.797525,3739.0518000000006,427.44506666666666,-1309.0,428727.4080666667,26669.295,,1621.1620666666665,85.98133333333334,22208.9026,11669.4605,49930.5845,0.0,28575.0193,10908.666666666666,632.9626333333333,90726.39504999999,121703.3748,99.6252,57765.7335,64186.666666666664
Indonesia,2002,0.63,934.15,9344.77,20324.12,5486.14,4354.36,0.0,6969.41,0.0,1659.95,0.0,122824.4,19258.12,315851.3776333333,32342.349,45832.39116666666,326147.410775,375008.615725,203264.62404999998,608.2994666666667,3682.493,242257.7673,238188.01655,8139.5015,55797.077,24865.017866666665,378586.9205666667,147555.0,21982.6908,154025.65846666667,4721.5759,2236.855266666667,322908.7401666666,2644.84105,242.15556666666666,622.1309333333332,257.20635,2483.1895666666665,2422.459933333333,-349530.83335,86859.38873333334,9458.932499999999,,228991.9889,224561.26209999996,3793.3396666666667,2900.372,6724.428,79485.0,2570.2587,4293.0,1653.1711000000003,42207.22035,68205.1188,770.9771999999999,10895.5545,21131.2
